Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
18NYC_123,SAV Technology for School Auditoriums,Improve theatrical experience for our students with an upgrade on audio and visual technology for school auditoriums.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6337,7,120000,2019,"$150,000.00",2018,40.6459698,-74.0018264,,In process,Voted in 2018 PBNYC,
18NYC_124,SAV Technology for School Auditoriums,Improve theatrical experience for our students with an upgrade on audio and visual technology for school auditoriums.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6337,7,120000,2019,"$150,000.00",2018,40.6331135,-74.0036168,,In process,Voted in 2018 PBNYC,
18NYC_125,SAV Technology for School Auditoriums,Improve theatrical experience for our students with an upgrade on audio and visual technology for school auditoriums.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6337,7,120000,2019,"$150,000.00",2018,40.6519928,-74.0072938,,In process,Voted in 2018 PBNYC,
18NYC_126,SAV Technology for School Auditoriums,Improve theatrical experience for our students with an upgrade on audio and visual technology for school auditoriums.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6337,7,120000,2019,"$150,000.00",2018,40.6519928,-74.0072938,,In process,Voted in 2018 PBNYC,
18NYC_127,SAV Technology for School Auditoriums,Improve theatrical experience for our students with an upgrade on audio and visual technology for school auditoriums.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6337,7,120000,2019,"$150,000.00",2018,40.6519928,-74.0072938,,In process,Voted in 2018 PBNYC,
18NYC_128,Better Technology for Classrooms & Libraries,"Tech equipment for South Brooklyn High School, P.S. 105, M.S. 821, P.S. 503 and P.S. 371K.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6047,7,187500,2019,"$150,000.00",2018,40.6331135,-74.0036168,,In process,Voted in 2018 PBNYC,
18NYC_129,Better Technology for Classrooms & Libraries,"Tech equipment for South Brooklyn High School, P.S. 105, M.S. 821, P.S. 503 and P.S. 371K.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6047,7,187500,2019,"$150,000.00",2018,40.6519928,-74.0072938,,In process,Voted in 2018 PBNYC,
18NYC_130,Better Technology for Classrooms & Libraries,"Tech equipment for South Brooklyn High School, P.S. 105, M.S. 821, P.S. 503 and P.S. 371K.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6047,7,187500,2019,"$150,000.00",2018,40.6419176,-74.0190873,,In process,Voted in 2018 PBNYC,
18NYC_131,Better Technology for Classrooms & Libraries,"Tech equipment for South Brooklyn High School, P.S. 105, M.S. 821, P.S. 503 and P.S. 371K.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,6047,7,187500,2019,"$150,000.00",2018,40.6541651,-74.0053613,,In process,Voted in 2018 PBNYC,
18NYC_132,Rainbow Playground Upgrade,"Renovation of Rainbow Playground, updating the children’s play area and redesigning the seating area.",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,5796,7,500000,2019,"$500,000.00",2018,40.640976,-74.011029,,In process,Voted in 2018 PBNYC,
17NYC_440,CHiPS Mobile Showers for Homeless Neighbors,The CHiPS soup kitchen will purchase a two-stall shower trailer that provides our neediest neighbors access to hygiene.,Social Support,"Arts, Culture & Community Facilities",In process: Part of Capital Plan - Funding Approved,"non-city,CHiPS",PBNYC-2017,NYCC District 39,Yes,5293,,59560,FY18,"$72,000.00",2017,40.678269,-73.982497,"non-city, CHiPS",In process,Part of Capital Plan - Funding,checked
18NYC_133,P.S. 94 Security Camera,Installing security camera system at the premise of the school to ensure students’ safety.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 38,Yes ,4799,7,450000,2019,"$450,000.00",2018,40.6436519,-74.0086667,,In process,Voted in 2018 PBNYC,
18NYC_60,Technology Upgrades for Schools,"Laptop carts, desktop computers and interactive boards upgrades to P.S. 112Q",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,4785,7,500000,2019,"$100,000.00",2018,40.7571995,-73.9340074,,In process,Voted in 2018 PBNYC,
18NYC_61,Technology Upgrades for Schools,"Laptop carts, desktop computers and interactive boards upgrades to P.S. 150Q",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,4785,7,500000,2019,"$100,000.00",2018,40.7457471,-73.9233202,,In process,Voted in 2018 PBNYC,
18NYC_62,Technology Upgrades for Schools,"Laptop carts, desktop computers and interactive boards upgrades to P.S. 12Q",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,4785,7,500000,2019,"$100,000.00",2018,40.7421853,-73.8935086,,In process,Voted in 2018 PBNYC,
18NYC_63,Technology Upgrades for Schools,"Laptop carts, desktop computers and interactive boards upgrades to P.S. 166Q",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,4785,7,500000,2019,"$100,000.00",2018,40.7573861,-73.9261081,,In process,Voted in 2018 PBNYC,
18NYC_64,Technology Upgrades for Schools,"Laptop carts, desktop computers and interactive boards upgrades to I.S. 125.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,4785,7,500000,2019,"$10,000.00",2018,40.7408445,-73.9186741,,In process,Voted in 2018 PBNYC,
17NYC_438,A/C for Sweltering P.S. 230 Cafeteria,"Large school seeks to make 3,400 sq-ft cafeteria bearable to enable year-round use as educational and community space. ",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 39,Yes,4738,,300000,FY18,"$300,000.00",2017,40.645314,-73.980222,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_442,More Street Trees Throughout the District,"Add 35 trees with guards to provide shade and beautify the neighborhoods, especially where few or no trees exist.",Streets & Sidewalks,Environment,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2017,NYCC District 39,Yes,4388,,70000,FY18,"$70,000.00",2017,40.6689165,-73.9868913,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,checked
18NYC_134,Replace Derelict Kindergarten Sinks at P.S. 282,Replace rusty sinks and splintered cabinets that pose a health/safety hazard to 5-year-olds and after-school communities,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 39,Yes ,4036,7,200000,2019,"$200,000.00",2018,40.6766719,-73.977631,,In process,Voted in 2018 PBNYC,
17NYC_444,Repavement of P.S. 130 Schoolyard,Yard in dire need of new pavement/drainage. Floods and ice are big safety issues. The yard is schools only gym space.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 39,Yes,3923,,500000,FY18,"$500,000.00",2017,40.648946,-73.975762,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_19,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: I.S. 254,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,315000,2019,"$35,000.00",2018,40.858858,-73.8898414,,In process,Voted in 2018 PBNYC,
18NYC_20,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 205,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8557124,-73.8813809,,In process,Voted in 2018 PBNYC,
18NYC_21,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 54,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8566808,-73.8989561,,In process,Voted in 2018 PBNYC,
18NYC_22,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 96,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.860985,-73.8690837,,In process,Voted in 2018 PBNYC,
18NYC_23,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 85,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8588521,-73.8948287,,In process,Voted in 2018 PBNYC,
18NYC_24,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 9,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8566808,-73.8989561,,In process,Voted in 2018 PBNYC,
18NYC_25,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: PS: 32,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8518895,-73.8859641,,In process,Voted in 2018 PBNYC,
18NYC_26,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: M.S. 118,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8484479,-73.8928447,,In process,Voted in 2018 PBNYC,
18NYC_27,Laptops in Schools,Purchase 1 mobile laptop cart for local schools: St. Simon Stock Pre-K,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3869,7,35000,2019,"$35,000.00",2018,40.8552306,-73.8992204,,In process,Voted in 2018 PBNYC,
18NYC_135,Make P.S. 118 Schoolyard Accessible and Safe,"Replace broken gate, enabling growing school to utilize playground as its only communal, ADA-accessible space.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 39,Yes ,3808,7,200000,2019,"$200,000.00",2018,40.6709941,-73.9877319,,In process,Voted in 2018 PBNYC,
17NYC_434,Security Cameras for Children Safety,Installing surveillance cameras outside and within the school will ensure the safety of our children.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 38,Yes,3512,,400000,FY18,"$400,000.00",2017,40.648644,-74.011166,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_411,Sunset Park Renovation,"Repaving, installation of 20 new benches, replacement of existing dilapidated chain-link fences, and adding in picnic tables.",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 38,Yes,3494,,500000,FY17,"$500,000.00",2016,40.645532,-74.0123851,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
18NYC_28,Smartboards in Schools,Install smartboards in local schools: I.S. 254,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.858858,-73.8898414,,In process,Voted in 2018 PBNYC,
18NYC_29,Smartboards in Schools,Install smartboards in local schools: P.S. 205,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8557124,-73.8813809,,In process,Voted in 2018 PBNYC,
18NYC_30,Smartboards in Schools,Install smartboards in local schools: P.S. 54,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8566808,-73.8989561,,In process,Voted in 2018 PBNYC,
18NYC_31,Smartboards in Schools,Install smartboards in local schools: P.S. 96,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.860985,-73.8690837,,In process,Voted in 2018 PBNYC,
18NYC_32,Smartboards in Schools,Install smartboards in local schools: P.S. 85,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8588521,-73.8948287,,In process,Voted in 2018 PBNYC,
18NYC_33,Smartboards in Schools,Install smartboards in local schools: P.S. 9,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8566808,-73.8989561,,In process,Voted in 2018 PBNYC,
18NYC_34,Smartboards in Schools,Install smartboards in local schools: P.S. 32,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8518895,-73.8859641,,In process,Voted in 2018 PBNYC,
18NYC_35,Smartboards in Schools,Install smartboards in local schools: M.S. 118,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8484479,-73.8928447,,In process,Voted in 2018 PBNYC,
18NYC_36,Smartboards in Schools,Install smartboards in local schools:St. Simon Stock Pre-K,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 15,Yes ,3451,7,35000,2019,"$35,000.00",2018,40.8552306,-73.8992204,,In process,Voted in 2018 PBNYC,
18NYC_319,P.S. 503/506 Gym AC Wiring and Safety Panel,"Install AC wiring and safety panel in the gym, used by over 2000 students.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,3366,7,525000,,,2018,40.7598145,-73.9630985,,Lost vote,Lost vote,
17NYC_443,Realtime Bus Arrival Info near Subway Stops,"Install 8 countdown clocks at bus stops near subway exits, to enable informed decisions on transportation choices.",Transit,Transit,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2017,NYCC District 39,Yes,3362,,200000,FY18,"$200,000.00",2017,40.6689165,-73.9868913,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
18NYC_136,Senior Fitness Playground,Install playground-style exercise equipment for senior citizens and the less able-bodied.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 39,Yes ,3357,7,400000,2019,"$400,000.00",2018,40.664597,-73.9768575,,In process,Voted in 2018 PBNYC,
15NYC_317,Technology for the Future - 1 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6486873,-74.0112522,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_318,Technology for the Future - 2 of 7 ,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6604937,-73.9883002,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_319,Technology for the Future - 3 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.677865,-74.0049254,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_320,Technology for the Future - 4 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6332444,-74.0035073,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_321,Technology for the Future - 5 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6323151,-74.0073694,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_322,Technology for the Future - 6 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6323902,-74.0096373,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_323,Technology for the Future - 7 of 7,"Improving access to technology for neighborhood schools that serve diverse communities: P.S.1, M.S. 88, P.S. 676, P.S. 105, P.S. 310, P.S. 69 and New Voices Middle School.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3299,,965000,FY16,"$965,000.00",2015,40.6609691,-73.9890182,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_402,Library Update - 1 of 2,"The project would involve the renovation of Middle School 88 and Sunset Park High School's library media center, currently equipped with highly outdated and non-functioning technology.",Libraries,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,3168,,450000,FY17,"$450,000.00",2016,40.6604937,-73.9883002,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_403,Library Update - 2 of 2,"The project would involve the renovation of Middle School 88 and Sunset Park High School's library media center, currently equipped with highly outdated and non-functioning technology.",Libraries,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 38,Yes,3168,,450000,FY17,"$450,000.00",2016,40.655496,-74.0043745,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_320,Improve Auditoriums for Neighborhood Schools,"Renovate auditoriums by improving and repairing stages, lighting and chairs for P.S. 1, P.S. 169 and M.S. 821.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,3123,7,800000,,,2018,40.6560436,-74.0079781,,Lost vote,Lost vote,
15NYC_324,P.S. 503/P.S. 506 Playground Lighting,Install proper lighting to illuminate the school yards on weekdays and weekends.,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3123,,400000,FY16,"$400,000.00",2015,40.642121,-74.018997,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_447,Safer Street Crossing for Middle School Students,"To increase safety for all, extend the curb between J.J. Byrne Playground and M.S. 51.",Streets & Sidewalks,Streets,Not funded: Lost vote,,PBNYC-2017,NYCC District 39,No,3105,,524000,,,2017,40.671985,-73.983611,,Lost vote,Lost vote,
15NYC_325,Expansion of Exit Doors at P.S. 169,"The door expansion on the 44th Street and 7th Avenue entrance will improve safety as students enter and leave the school and improve efficiency in a school with over 1,600 students.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,3031,,75000,FY16,"$75,000.00",2015,40.645814,-74.001702,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_137,Harmony Playground Improvements,Install shade structure over sandbox and replace non-working playground structures with viable equipment.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 39,Yes ,2973,7,450000,2019,"$450,000.00",2018,40.6634404,-73.9766237,,In process,Voted in 2018 PBNYC,
17NYC_507,Tech for Immigrant Families & After-School Programs,Tech for Immigrant Families & After-School Programs,Schools,,In process: Funds Appropriated,IH,PBNYC-2017,NYCC District 39,Yes,2953,6,,,,2017,40.6689165,-73.9868913,Imani House,In process,Funds Appropriated,
18NYC_138,Resurface the Soccer Field in Albemarle Playground,"Replace damaged, hazardous turf in widely used soccer field, shared by students at P.S. 230 and the Kensington community.",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 39,Yes ,2945,7,500000,2019,"$400,000.00",2018,40.645752,-73.981056,,In process,Voted in 2018 PBNYC,
17NYC_436,Schoolyard Improvement,"Repair the track and add a ramp for families to use, making it easier to access the school yard.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 38,No,2919,,700000,,,2017,40.641923,-74.019228,,Lost vote,Lost vote,
15NYC_326,Bathroom Renovations - 1 of 2,The full renovation of the early childhood bathrooms at P.S.15 ,Schools,Schools,Project Status Needed,,PBNYC-2015,NYCC District 38,Yes,2860,,400000,,,2015,40.677343,-74.011558,,Project Status Needed,,
15NYC_327,Bathroom Renovations - 2 of 2,Full renovations of all student and staff bathrooms at P.S. 94 to maintain hygiene of the schools.,Schools,Schools,Project Status Needed,,PBNYC-2015,NYCC District 38,Yes,2860,,400000,,,2015,40.677343,-74.011558,,Project Status Needed,,
16NYC_415,"Electronic ""Locator"" Sign Throughout the District","Install electronic bus signs along the B70, B63, B35, B11, B9, B57 & B61 bus routes. The signs will be posted at busy bus stops. The signs will tell riders the location and arrival time of their bus.",Transit,Transit,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2016,NYCC District 38,Yes,2828,,600000,FY17,"$600,000.00",2016,40.6493027,-74.0092303,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
17NYC_254,Mobile Laptops and Carts for Schools: Academy of American Studies,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.7511363,-73.9374974,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_255,Mobile Laptops and Carts for Schools: Aviation High School,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.743581,-73.9292176,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_256,Mobile Laptops and Carts for Schools: P.S. 111,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.7423048,-73.8934898,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_257,Mobile Laptops and Carts for Schools: P.S. 112,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.7585496,-73.9392372,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_258,Mobile Laptops and Carts for Schools: P.S. 12,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.7572171,-73.9339221,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_259,Mobile Laptops and Carts for Schools: P.S. 166,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.760848,-73.941632,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_260,Mobile Laptops and Carts for Schools: P.S. 76,"Project will give mobile laptops and carts to Academy of American Studies, Aviation H.S., P.S. 12, 111, 112, 76, 166.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 26,Yes,2796,,700000,FY18,"$700,000.00",2017,40.7574989,-73.9262378,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_429,Electrical Upgrade and A.C. Wiring for School's Gym,Students and community members will be able to enjoy activities and community events with an improved cooling system.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 38,Yes,2792,,400000,FY18,"$400,000.00",2017,40.651988,-74.007169,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_328,Outdoor Fitness Equipment for Sunset Park,Install fitness equipment outside of the Sunset Recreational Center to promote fitness and appeal to people of all fitness levels.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2015,NYCC District 38,Yes,2776,,500000,FY16,"$500,000.00",2015,40.647962,-74.003736,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
15NYC_330,Path Improvements at Sunset Park including New Benches,Improvements to Sunset Park including repaving and new benches.,Parks,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 38,No,2754,,500000,,,2015,40.6467276,-74.0011721,,Lost vote,Lost vote,
18NYC_329,Renovate John Jay Library into Communal Space,Transform old library into a community meeting & classroom space by installing 5 large screen monitors and sound system.,Libraries,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 39,No,2719,7,250000,,,2018,40.6693177,-73.9786411,,Lost vote,Lost vote,
18NYC_321,Repair Entrance Steps of Sunset Park,Replace broken steps at park entrances on 41st and 44th Streets to make safer and wheelchair/stroller accessible.,Parks,Parks and Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 38,No,2685,7,500000,,,2018,40.6560436,-74.0079781,,Lost vote,Lost vote,
17NYC_439,Bring Water to Thomas Cuite Park (Froggy Park),Restore service to only water fountain in playground loved by locals & used heavily by 500 preschoolers from P.S. K280.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2017,NYCC District 39,Yes,2648,,250000,FY18,"$250,000.00",2017,40.656204,-73.982638,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,checked
17NYC_431,Handball Court Renovations,All courts need to be resurfaced. This will provide a safe and playable environment for hundreds of handball players.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2017,NYCC District 38,Yes,2609,,500000,FY18,"$500,000.00",2017,40.6467276,-74.0011721,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
17NYC_435,Smart Tech for Summit Academy,"Teacher resource stations, computers & much needed equipment to improve learning for our diverse children. ",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 38,Yes,2591,,120000,FY18,"$135,000.00",2017,40.677571,-74.004623,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_502,Empower Immigrant Workers by Supporting Local Cooperative,Empower Immigrant Workers by Supporting Local Cooperative,Social Support,,In process: Funds Appropriated,HCWC,PBNYC-2017,NYCC District 39,Yes,2566,6,,,,2017,40.6689165,-73.9868913,Hopewell Care Worker Cooperative,In process,Funds Appropriated,checked
15NYC_331,Electrical Upgrades - 1 of 2,Rewiring for air conditioners in the classrooms and main offices of J.H.S. 220,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 38,No,2564,,350000,,,2015,40.6407727,-74.0008075,,Lost vote,Lost vote,
