Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
17NYC_326,Bus Countdown Clocks,Countdown clocks at select bus stations will inform riders how far away the next bus is. There will be 15 clocks in total.,Transit,Streets,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,509,,100000,,,2017,40.7152021,-73.8307242,,Lost vote,Lost vote,
17NYC_481,Bus Countdown Clocks,Install 5 Bus Countdown Clocks at bus stops in District 47.,Transit,Streets,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2017,NYCC District 47,Yes,509,,100000,FY16,"$120,000.00",2017,40.584424,-73.982893,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
15NYC_61,Street Lighting Upgrade at Amsterdam Avenue,Installation/replacement of existing lampposts with Bishop Crook lampposts (antique replicas) at Amsterdam Avenue from 125th Street-140th Street and 146th Street-155th Street.,Streets & Sidewalks,Streets and Transportation,Not funded: Lost vote,,PBNYC-2015,NYCC District 7,No,508,1,632000,,,2015,40.8227473,-73.9498458,,Lost vote,Lost vote,
15NYC_203,Exterior Self Check-in at Queens Village Library,"An exterior self check-in of books and materials allows for quick and efficient returns, even when the library is closed.",Libraries,Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2015,NYCC District 23,No,508,3,385000,,,2015,40.719749,-73.739299,,Lost vote,Lost vote,checked
17NYC_46,Manhattanville Housing Outdoor Terrace Lighting,Outdoor terrace lighting to increase security surrounding the public housing.,Safety,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 7,No,507,,500000,,,2017,40.8188972,-73.9537728,,Lost vote,Lost vote,
17NYC_496,Real Time Passenger Information Project,Funding 10 countdown clocks at locations greater than a 15 minutes radius from the St George Ferry.,Transit,Transit,Not funded: Lost vote,,PBNYC-2017,NYCC District 49,No,506,,280000,,,2017,40.606721,-74.075546,,Lost vote,Lost vote,
16NYC_183,New Computer Lab at I.S. 141,Build a new computer lab in an unused classroom,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 22,No,506,,80000,,,2016,40.7758926,-73.9045645,,Lost vote,Lost vote,
15NYC_399,Upgrades to our schools to include: Beach Channel Campus - Mobile laboratory cart (site 4 of 5),"P.S. 46 - Tech equipment ($50,000). District 32 S.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,506,,345000,FY16,"$345,000.00",2015,40.745726,-73.758047,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_400,Upgrades to our schools to include: P.S. 114 - Media Center (site 3 of 5),"P.S.317 - Electrical upgrades ($70,000). District 32 S.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,506,,345000,FY16,"$345,000.00",2015,40.5809066,-73.8313599,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_401,Upgrades to our schools to include: P.S. 47 - Tech equipment (site 1 of 5),"P.S. 114 - Media Center ($75,000). District 32 S.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,506,,345000,FY16,"$345,000.00",2015,40.5776333,-73.8545817,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_402,Upgrades to our schools to include: P.S.317 - Electrical upgrades (site 2 of 5),"Beach Channel Campus - Mobile laboratory cart ($80,000). District 32 S.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,506,,345000,FY16,"$345,000.00",2015,40.5866646,-73.8234364,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_403,Upgrades to our schools to include: Scholars' Academy - Tech carts; ID swipe station (site 5 of 5),"Scholars' Academy - Tech carts; ID swipe station ($70,000). District 32 S.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,506,,345000,FY16,"$345,000.00",2015,40.5844498,-73.8251697,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_231,Hunter's Point South Park Playground Canopy,Installation of a fixed structure close to the existing children's playground that will provide shade on sunny days.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 26,No,505,,500000,,,2016,40.7445722,-73.9580268,,Lost vote,Lost vote,
15NYC_262,Willow Lake,"This project would allocate $300,000 toward the overall cost of the walking path restoration.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 29,No,503,,300000,,,2015,40.722976,-73.8377256,,Lost vote,Lost vote,
17NYC_70,Playground Renovations at Wilson Houses,Renovation to existing playground at Wilson Houses.,Parks,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 8,No,502,,500000,,,2017,40.788769,-73.939113,,Lost vote,Lost vote,
16NYC_417,Beautify Outdoor Space at Borough Park Library,"Renovation of the library's outdoor area to include new plantings, new furnishings, and new pavement - to provide a much needed green space. Similar to new entrance at Midwood Library.",Parks,"Arts, Culture & Community",Not funded: Lost vote,,PBNYC-2016,NYCC District 39,No,502,,350000,,,2016,40.6388765,-73.9890101,,Lost vote,Lost vote,
18NYC_243,Meeting Room Upgrade at East Flushing Library,"Project would upgrade the East Flushing Library’s meeting room, which is used for public events and meetings.",Libraries,Arts Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2018,NYCC District 19,No,502,7,250000,,,2018,40.7575345,-73.7843271,,Lost vote,Lost vote,
16NYC_112,The Dyckman Houses Basketball Upgrades!,The Dyckman Houses Basketball Upgrades!,Parks,Housing,Not funded: Lost vote,,PBNYC-2016,NYCC District 10,No,501,,500000,,,2016,40.8608699,-73.9221964,,Lost vote,Lost vote,
16NYC_83,Air Conditioning for PS 49X,Obtaining a split system will create a safer and healthier environment for the students and faculty and make the space more usable throughout the year.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 8,No,501,,250000,,,2016,40.8103419,-73.9226265,,Lost vote,Lost vote,
17NYC_170,Adult Fitness Center at MacNeil Park,Project would install adult fitness equipment within MacNeil Park to promote good health and exercise.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 19,No,501,,200000,,,2017,40.792776,-73.852061,,Lost vote,Lost vote,
15NYC_115,P.S. 24 Technology Expansion,Purchase of two computer carts consisting of 36 laptop units each. Computer technology is necessary to address current curriculum and prepare students for future subject matter and college readiness.,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 11,Yes,501,1,70000,FY16,"$70,000.00",2015,40.8867797,-73.9112903,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
14NYC_109,P.S.31 Upgrade OLD Computers,"Short project description: Upgrade antiquated computer lab with Apple computers, notebook cart, Promethean Activboard, and printers.",Schools,Public Schools,Not funded: Lost vote,,PBNYC-2014,NYCC District 33,No,500,2,160000,,,2014,40.726587,-73.95427,,Lost vote,Lost vote,
18NYC_201,Dyckman Houses New Park Game Tables,Replace game tables.,Parks,Housing,Not funded: Lost vote,,PBNYC-2018,NYCC District 10,No,499,7,350000,,,2018,40.8600838,-73.9224443,,Lost vote,Lost vote,
15NYC_292,Greenway Sidewalk Reconstruction,Sidewalk repairs btwn. Kent and Flushing Aves. Improve conditions and create access for wheelchair users and others to the former Naval Hospital Cemetery - soon to become a public recreational space!,Streets & Sidewalks,Streets and Transportation,Not funded: Lost vote,,PBNYC-2015,NYCC District 33,No,497,,500000,,,2015,40.6996882,-73.9623863,,Lost vote,Lost vote,
16NYC_149,P.S. 21 Playground Renovation,"Project would renovate the P.S. 21 playground for the use of the school community. This renovation would include replacement of play equipment, safety surfaces and asphalt surfaces.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 19,No,497,,400000,,,2016,40.774512,-73.819284,,Lost vote,Lost vote,
16NYC_44,Auditorium Renovations and Upgrades at P.S. 166,Renovation of auditorium stage and installation of technological upgrades at the auditorium at P.S. 166.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 6,No,496,,210000,,,2016,40.788865,-73.971847,,Lost vote,Lost vote,
17NYC_346,Exercise Equipment for Reif Playground,Renovate old and outdated exercise equipment in Reif Playground with new equipment that is long-lasting and modern.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 30,No,495,,300000,,,2017,40.7190465,-73.9021419,,Lost vote,Lost vote,
16NYC_359,Learning Walls for P.S. 20,"Install pin-able writable walls in 20 classrooms for students and teachers to actively co-create learning. 5 temporary walls already increasing learning, initiation, critical thinking and cooperation.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 35,Yes,495,,36500,FY17,"$37,000.00",2016,40.691057,-73.9710607,New York City School Construction Authority,In process,Part of Capital Plan - Funding,checked
15NYC_86,Blake Hobbs Playground: Courts Renovations,"Renovate the playground, basketball court and handball court.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 8,No,494,4,300000,,,2015,40.7127753,-74.0059728,,Lost vote,Lost vote,
15NYC_87,Aguilar Library Windows,Reconstruct windows in the 100-year-old Carnegie building that houses the Aguilar library.,Libraries,Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2015,NYCC District 8,No,491,4,500000,,,2015,40.794317,-73.94327,,Lost vote,Lost vote,
15NYC_62,Riverside Park Sidewalk Repairs near 137 St,Sidewalk repairs and improvements along a much needed stretch of parts of Riverside Park between 137th Street and 145th Street.,Streets & Sidewalks,Streets and Transportation,Not funded: Lost vote,,PBNYC-2015,NYCC District 7,No,491,1,400000,,,2015,40.8227473,-73.9498458,,Lost vote,Lost vote,
17NYC_223,WalkNYC Wayfinding Pedestrian & Mass Transit Maps,Neighborhood maps showing nearest public transit routes and points of interest. Up to 4 maps will be funded.,Streets & Sidewalks,Transit,Not funded: Lost vote,,PBNYC-2017,NYCC District 22,No,491,,100000,,,2017,40.7704048,-73.917695,,Lost vote,Lost vote,
16NYC_221,Queens Atrium Educational Hub - Wi-Fi Network,"Add Internet bandwidth and deploy Wi-Fi hardware for the use of students, faculty and staff at the three public high schools in the Queens Atrium Building, an education hub.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 26,No,491,,75000,,,2016,40.745095,-73.936635,,Lost vote,Lost vote,
17NYC_49,Riverstone Senior Center Lighting Upgrade,"Lack of/dim lighting, especially on the main pathways and the entry/exit points of the building.",Schools,Seniors,Not funded: Lost vote,,PBNYC-2017,NYCC District 7,No,490,,500000,,,2017,40.839338,-73.944571,,Lost vote,Lost vote,
17NYC_239,Bathroom Renovations at P.S.135Q,Renovations of bathrooms in P.S. 135Q.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 23,No,489,,500000,,,2017,40.720853,-73.75755,,Lost vote,Lost vote,
16NYC_126,Wakefield Playground/Basketball Court Renovations,"Renovation to basketball courts, part of only recreational space in community.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 11,No,489,,300000,,,2016,40.9014185,-73.8546557,,Lost vote,Lost vote,
16NYC_435,Technology Updates for M.S. 2 Parkside Academy,Various technological updates at M.S. 2 Parkside Academy,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 40,Yes,489,,35000,FY17,"$35,000.00",2016,40.656183,-73.951583,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
18NYC_154,Technology for P.S./I.S. 288,Smartboards and laptop carts for P.S./I.S. 288.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 47,Yes ,488,7,150000,2019,"$150,000.00",2018,40.5742244,-73.9924608,,In process,Voted in 2018 PBNYC,
15NYC_43,Technology Upgrades at Public High schools located at Brandeis Campus,Enhancing the technology department of the schools located in the Louis D. Brandeis High School complex through new computers and smart boards.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 6,No,486,1,200000,,,2015,40.785803,-73.974614,,Lost vote,Lost vote,
14NYC_114,Red Hook Library Community Garden,The new garden will be located at 7 Wolcott Street and will enrich the community with culture and provide space for the community.,Parks,Community and Housing,In process: Scoping,BPL,PBNYC-2014,NYCC District 38,Yes,486,1,85000,FY15,"$85,000.00",2014,40.6752529,-74.0103541,Brooklyn Public Library,In process,Scoping,
17NYC_273,Shade Canopy for Hunters Pt. South Park Playground,"Install a permanent structure by the children's playground to provide shade for children, parents and park-goers.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 26,No,485,,800000,,,2017,40.743214,-73.960693,,Lost vote,Lost vote,
15NYC_21,Security Cameras for Holmes Towers,Add new security cameras for increased safety for residents of Holmes Towers.,Safety,Housing,Not funded: Lost vote,,PBNYC-2015,NYCC District 5,No,484,2,500000,,,2015,40.7809399,-73.9458384,,Lost vote,Lost vote,
18NYC_355,Mariners Harbor Houses Community Garden Repairs,Replace fencing around the community-garden plots and prepare areas to install composting equipment.,Parks,Housing,Not funded: Lost vote,,PBNYC-2018,NYCC District 49,No,484,7,350000,,,2018,40.6431889,-74.1031084,,Lost vote,Lost vote,
16NYC_254,Smartboards for I.S 238 - Susan B. Anthony Academy,The project would provide 20 smartboards for the school,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 27,Yes,484,,125000,FY17,"$125,000.00",2016,40.712772,-73.7801733,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_292,STEM/STEAM Education - 1 of 2,Each school is in need of mobile science carts.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,483,,124000,,,2017,40.702357,-73.756333,,Lost vote,Lost vote,
17NYC_293,STEM/STEAM Education - 2 of 2,Each school is in need of mobile science carts.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,483,,124000,,,2017,40.702357,-73.756333,,Lost vote,Lost vote,
15NYC_10,Hell's Kitchen Community Composting Center,"A year-round solar-powered, forced air composting system for residents of Hell's Kitchen. The center would have the capacity for at least two compost drop-off days a week.",Environment,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 3,No,483,1,35000,,,2015,40.7628242,-73.9917612,,Lost vote,Lost vote,
16NYC_335,Make Msgr. McGolrick Park Safer,"This project focuses on repaving some of the sidewalks along the park and replacing fencing. Current sidewalks are cracked, unsafe for children, and hazardous for wheelchair and stroller access.",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 33,Yes,483,,500000,FY17,"$500,000.00",2016,40.7244435,-73.9433581,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
15NYC_103,Dos Puentes/PS 132 Playground Installation: Phase 1,"This is a co-located school without a playground, giving no safe area to hold recess. New fencing and a play structure will help to provide for two safe areas for kids to play!",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 10,Yes,483,1,200000,FY16,"$200,000.00",2015,40.850626,-73.934377,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_22,Cool Reading,Upgrade the cooling system for the New York Public Library Webster branch.,Libraries,Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2015,NYCC District 5,No,481,2,500000,,,2015,40.770485,-73.95111,,Lost vote,Lost vote,
15NYC_370,Computers for Job Readiness & Placement at HABNET,This Job Readiness and Job Placement Program will help reduce unemployment and underemployment in the 45th District for 20 neighbors at a time via these desktop computers.,Social Support,Schools,In process: Part of Capital Plan - Funding Approved,"SCA,HABNET",PBNYC-2015,NYCC District 45,Yes,481,,36025,FY16,"$36,025.00",2015,40.636511,-73.951539,"New York City School Construction Authority, HABNET Chamber of Commerce",In process,Part of Capital Plan - Funding,
17NYC_354,Brookville Park Chess Tables and Sitting Benches,Purchase of chess and checkers tables and benches/sitting area.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 31,No,480,,150000,,,2017,40.662934,-73.742957,,Lost vote,Lost vote,
16NYC_33,Library Modernization for Eleanor Roosevelt H.S.,"Create flexible learning space with access to computers, listening center, digital and print media, separate quiet and group spaces. Currently cannot support number of students and technology needs.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 5,No,479,,350000,,,2016,40.770187,-73.953608,,Lost vote,Lost vote,
14NYC_104,Independence Community Plaza Reopening,"Closed over three years ago, this shared public space has fallen into disrepair. Help restore the space for young and old to use.",Social Support,Housing,Not funded: Lost vote,,PBNYC-2014,NYCC District 33,No,479,2,150000,,,2014,40.7057979,-73.9643229,,Lost vote,Lost vote,
15NYC_172,P.S. 2 Wheelchair Ramp Access,Build a ramp to allow for wheelchair access into the school - allowing the school to be designated once again as a polling site for voters.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 22,No,478,1,200000,,,2015,40.770335,-73.894476,,Lost vote,Lost vote,
18NYC_114,Computer Lab Upgrade at P.S. 299,To support our STEM curriculum we are asking for an upgrade to the broadband system as well as 30 new computers.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 34,Yes ,478,7,150000,2019,"$50,000.00",2018,40.6909968,-73.9178498,,In process,Voted in 2018 PBNYC,
16NYC_138,Murphy Houses Grounds Renovation,Renovate benches and resurface concrete in Murphy Houses.,Streets & Sidewalks,Housing,Not funded: Lost vote,,PBNYC-2016,NYCC District 15,No,476,,300000,,,2016,40.8427752,-73.8939508,,Lost vote,Lost vote,
15NYC_293,PS 31: Upgrade our computer lab!,"Our 15-year-old computers are older than our students, and our printers are broken. Please vote to completely upgrade our technology program by funding new computers and printers for our 600 students!",Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 33,No,476,,160000,,,2015,40.726587,-73.95427,,Lost vote,Lost vote,
17NYC_484,Liberation High School Auditorium,Upgrade the auditorium/gym in Liberation High School.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 47,No,475,,500000,,,2017,40.577108,-73.985718,,Lost vote,Lost vote,
17NYC_214,Gym Updates at Long Island City High School,"Renovating the basketball hoops and the bleachers, which give the students greater access to fitness activities.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 22,No,475,,250000,,,2017,40.765463,-73.93301,,Lost vote,Lost vote,
15NYC_306,Playground Renovation,"This playground is in serious need of a renovation. This project would include replacing old sprinklers with water efficient sprinklers, new basketball rims, blacktops for the courts and new benches.",Parks,Housing,Not funded: Lost vote,,PBNYC-2015,NYCC District 34,No,474,,300000,,,2015,40.7101219,-73.9466597,,Lost vote,Lost vote,
16NYC_102,Grounds Renovation at Metro North,"Grounds Renovation at Metro North with a focus on Age Friendly benches. This will include new concrete, fencing and greening for seniors at Metro North Plaza.",Parks,Seniors,Not funded: Lost vote,,PBNYC-2016,NYCC District 8,No,474,,300000,,,2016,40.7872102,-73.9439139,,Lost vote,Lost vote,
17NYC_455,Safety Improvements at Flatbush & Rutland,Sidewalk extension and other street safety measures will protect pedestrians from cars turning off Flatbush.,Streets & Sidewalks,Streets,Not funded: Lost vote,,PBNYC-2017,NYCC District 40,No,472,,524000,,,2017,40.6586808,-73.9603391,,Lost vote,Lost vote,
15NYC_23,School Stage for Eleanor Roosevelt High School,"Upgrade the stage, seating, floor, lighting, audio equipment, and an audio loop for the hard of hearing, to enable more performance uses and an orchestra at Eleanor Roosevelt H.S.",Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 5,No,472,2,500000,,,2015,40.770187,-73.953608,,Lost vote,Lost vote,
15NYC_238,Renovations to St. Albans Park Basketball Court,Resurfacing of two full-length basketball courts.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 27,No,472,,450000,,,2015,40.693894,-73.77945,,Lost vote,Lost vote,
18NYC_155,I.S. 281 Auditorium,Air conditioning for the auditorium in I.S. 281.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 47,Yes ,472,7,500000,2019,"$400,000.00",2018,40.594251,-73.99393,,In process,Voted in 2018 PBNYC,
15NYC_263,Broadway Bound Improving Our Schools Auditoriums,This project would help fund auditorium renovations at 8 schools in our district that are desperate for upgrades. These upgrades would specifically include audio-visual upgrades and new stage lights.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 29,No,471,,900000,,,2015,40.7152021,-73.8307242,,Lost vote,Lost vote,
15NYC_24,Esplanade Greenway,Create and improve the tree beds along the East River Esplanade and complete construction of unfinished sites.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 5,No,471,2,200000,,,2015,40.782447,-73.9489819,,Lost vote,Lost vote,
15NYC_44,A Garden at P.S. 191,Creating a garden and green space at P.S. 191 for students.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 6,No,471,1,200000,,,2015,40.771925,-73.987328,,Lost vote,Lost vote,
16NYC_110,Dyckman Houses Playground Renovation,Dyckman Houses Playground Renovation,Parks,Housing,Not funded: Lost vote,,PBNYC-2016,NYCC District 10,No,470,,350000,,,2016,40.8624409,-73.920957,,Lost vote,Lost vote,
18NYC_356,Enhanced School Courtyard Upgrade (ESCU),"Upgrade I.S. 61’s courtyard, including fence replacement of 100 feet of iron fencing with stakes.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 49,No,470,7,275000,,,2018,40.6346187,-74.0977802,,Lost vote,Lost vote,
16NYC_176,Bathroom Upgrades at Long Island City H.S.,Provide necessary upgrades to the bathrooms at Long Island City High School,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 22,No,468,,400000,,,2016,40.765826,-73.9328,,Lost vote,Lost vote,
15NYC_264,A Safer Intersection - Queens & Junction,"Install a 444 sq. ft. curb extension on the Eastern corner of Junction Blvd., narrowing the intersection and creating a 90 degree turn from Queens Blvd. on to Junction Blvd. to improve safety.",Streets & Sidewalks,Streets and Transportation,Not funded: Lost vote,,PBNYC-2015,NYCC District 29,No,468,,275000,,,2015,40.7310182,-73.8635913,,Lost vote,Lost vote,
16NYC_59,Save Hamilton Grange! Elevator Repair,"Restoration to the exterior of the building and water damage within the building. Replacement of the inoperable boiler, the installation of new windows and a workable HVAC system are needed.",Parks,"Arts, Culture & Community",In process: Part of Capital Plan - Funding Approved,NYPL,PBNYC-2016,NYCC District 7,Yes,468,,400000,FY17,"$400,000.00",2016,40.825431,-73.948049,New York Public Library,In process,Part of Capital Plan - Funding,checked
18NYC_380,Handball Court Repair at Hamilton Playground,Handball court repair.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 7,No,467,7,570000,,,2018,40.8230502,-73.9512464,,Lost vote,Lost vote,
16NYC_16,Renovation at Gertrude Kelly Playground,Renovate the basketball court and adjacent sidewalk at Gertrude Kelly Playground,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 3,No,467,,350000,,,2016,40.741829,-74.002178,,Lost vote,Lost vote,
16NYC_41,Lexington Houses East & West Playground Renovation,"Provide safety-compliant resurfacing and equipment for two community playgrounds, serving a large mix of resident families, with features that appeal to children from 6 months to 15 years old.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 5,No,466,,700000,,,2016,40.7880607,-73.9508974,,Lost vote,Lost vote,
15NYC_388,Technology upgrades at: P.S. 306 NYC Academy for Discovery (site 4 of 4),Technology upgrades at P.S. 90 Horace Mann. District 32 N ,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,465,,300000,FY16,"$300,000.00",2015,40.6967154,-73.8392673,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_389,Technology upgrades at: P.S. 66 Jacqueline Kennedy Onassis (site 3 of 4),Technology upgrades at P.S. 97 Forest Park. District 32 N ,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,465,,300000,FY16,"$300,000.00",2015,40.694215,-73.860039,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_390,Technology upgrades at: P.S. 90 Horace Mann (site 1 of 4),Technology upgrades at P.S. 66 Jacqueline Kennedy Onassis. District 32 N ,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,465,,300000,FY16,"$300,000.00",2015,40.6979133,-73.84631,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_391,Technology upgrades at: P.S. 97 Forest Park (site 2 of 4),Technology upgrades at P.S. 306 NYC Academy for Discovery. District 32 N ,Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 32,Yes,465,,300000,FY16,"$300,000.00",2015,40.69146,-73.848566,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_2,Real Time Passenger Information,Real Time Passenger Information,Transit,Transit,Not funded: Lost vote,,PBNYC-2016,NYCC District 10,No,463,,200000,,,2016,40.8469607,-73.9367391,,Lost vote,Lost vote,
16NYC_216,Auditorium Upgrade for I.S. 204 & Energy Tech H.S.,"The auditorium is need of lighting upgrades, microphone system and audio equipment.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 26,No,463,,200000,,,2016,40.7567063,-73.9329733,,Lost vote,Lost vote,
16NYC_164,New Smartboards for P.S. 14Q,"P.S. 14Q will have new smart boards to teach on, expanding the way to educate local students. Local students will learn via interactive lessons on the smart boards.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 21,Yes,463,,80000,FY17,"$80,000.00",2016,40.74056,-73.854131,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_68,Outdoor Senior Gym at Patterson Houses,"Outdoor senior gym to include water fountain, benches and game tables.",Social Support,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 8,No,462,,400000,,,2017,40.813698,-73.924051,,Lost vote,Lost vote,
18NYC_202,Sound System for WHEELS Auditorium,Upgraded sound system for WHEELS.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 10,No,462,7,150000,,,2018,40.8490987,-73.9311063,,Lost vote,Lost vote,
17NYC_497,Renovate Mariners Harbor Basketball Court,"Renovation to the basketball court including repaving the court, new basketball post, hoops, backboards and bleachers.",Parks,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 49,No,461,,500000,,,2017,40.632605,-74.162961,,Lost vote,Lost vote,
17NYC_246,New Wheelchair Ramp in P.S. 811Q,New ADA-compliant wheelchair ramp with handrail in auditorium.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 23,No,460,,500000,,,2017,40.756454,-73.728595,,Lost vote,Lost vote,
16NYC_45,Courtyard Renovation at Brandeis Campus,"Renovation of existing concrete courtyard, including new pavement and installation of tables, to serve the high schools located at the Brandeis Campus.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 6,No,459,,300000,,,2016,40.785803,-73.974614,,Lost vote,Lost vote,
16NYC_468,Technology in High Schools: Brooklyn Studio Secondary School,"Technology upgrades in I.S. 281, I.S. 228, and I.S. 239.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 47,Yes,459,,150000,FY17,"$150,000.00",2016,40.5944454,-73.9938189,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_469,Technology in High Schools: Kingsborough Early College School,"Technology upgrades in I.S. 281, I.S. 228, and I.S. 239.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 47,Yes,459,,150000,FY17,"$150,000.00",2016,40.6008156,-73.9768378,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
